product_id,product_name,product_url,current_price,original_price,discount_rate,rating,review_count,delivery_badge,is_rocket,crawled_at
3086546124,"나우리얼푸드 홀 로우 캐슈 언솔티드, 284g, 1개",https://www.coupang.com/vp/products/29098?itemId=69990&vendorItemId=3086546124&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=543&rank=543,"11,700원","13,450원",13%,4.5,176,조건부 무료배송,True,2025-09-03T11:59:31.811577
3272603106,"나우푸드 퓨어 에센셜 아로마오일, 30ml, 1개, Sage",https://www.coupang.com/vp/products/8400197810?itemId=70834&vendorItemId=3272603106&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=544&rank=544,"11,300원","14,540원",22%,5.0,21,조건부 무료배송,True,2025-09-03T11:59:31.811849
3191144848,"나우푸드 내추럴 E- 200 소프트젤 글루텐 프리, 1개, 100정",https://www.coupang.com/vp/products/438478?itemId=1199569&vendorItemId=3191144848&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=545&rank=545,"12,210원","14,040원",13%,4.5,133,조건부 무료배송,True,2025-09-03T11:59:31.812121
3086643012,"나우푸드 칼슘 구연산염 타블렛 글루텐 프리, 100정, 1개",https://www.coupang.com/vp/products/8180778793?itemId=401387&vendorItemId=3086643012&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=546&rank=546,"15,040원","17,290원",13%,4.5,49,조건부 무료배송,True,2025-09-03T11:59:31.812396
70393847072,"나우푸드 삼부커스 아연-C 포 어덜트 앤 칠드런 로젠지, 60정, 1개",https://www.coupang.com/vp/products/1366688592?itemId=2398832690&vendorItemId=70393847072&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=547&rank=547,"11,700원","13,450원",13%,5.0,80,조건부 무료배송,True,2025-09-03T11:59:31.812674
4041693459,"나우푸드 리퀴드 철분 에센셜 미네랄 비건, 1개, 237ml",https://www.coupang.com/vp/products/6571401?itemId=29167866&vendorItemId=4041693459&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=548&rank=548,"17,090원","19,650원",13%,5.0,164,조건부 무료배송,True,2025-09-03T11:59:31.812950
3087575929,"나우푸드 커큐민 파이토솜 베지 캡슐 비건 글루텐 프리, 60정, 1개",https://www.coupang.com/vp/products/209266?itemId=400720&vendorItemId=3087575929&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=549&rank=549,"24,270원","34,550원",29%,4.5,12,조건부 무료배송,True,2025-09-03T11:59:31.813222
92075675918,"나우푸드 엑스트라 스트렝스 리퀴드 클로로필 민트 향, 1개, 118ml",https://www.coupang.com/vp/products/8315984759?itemId=24039442612&vendorItemId=92075675918&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=550&rank=550,"20,450원","23,510원",13%,,,조건부 무료배송,True,2025-09-03T11:59:31.813455
92075676119,"나우푸드 마이크로나이즈드 크레아틴 모노하이드레이트 분말, 1개, 1kg",https://www.coupang.com/vp/products/8639624956?itemId=25071594360&vendorItemId=92075676119&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=551&rank=551,"47,210원","54,270원",13%,5.0,5,무료배송,True,2025-09-03T11:59:31.813721
3216118093,"나우푸드 베터스테비아 리퀴드 스위트너 글루텐 프리 비건, 59ml, French Vanilla, 1개",https://www.coupang.com/vp/products/8169392279?itemId=70228&vendorItemId=3216118093&q=나우푸드&searchId=b7b3e49e120170&sourceType=search&itemsCount=36&searchRank=552&rank=552,"12,330원","14,180원",13%,4.0,76,조건부 무료배송,True,2025-09-03T11:59:31.813996
